,ABCC4,ABL1,ADAM19,AFG3L2,ANXA2,ANXA2P2,APOC1,APOL4,AREG,ARRDC3,ASF1A,ATF3,ATG4B,ATHL1,ATP6V0D1,ATP6V0E2,BCL11A,BHLHE40,BIN1,BST2,BTG3,C10orf128,C16orf54,C1orf186,C1orf228,C1orf54,C2orf27A,C2orf68,C6orf25,CAD,CCDC152,CCDC42,CCNL1,CD164,CD33,CD69,CD9,CDC42,CDCA7,CDH2,CFHR1,CKS2,CMTM3,COQ10B,CPA3,CPSF6,CPVL,CRHBP,CRYGD,CTNNB1,CXCR4,CXXC1,CYCS,CYP51A1,DLC1,DLK1,DNAJC12,DNTT,DUSP1,DUSP10,DUXAP10,DUXAP8,ELK3,ELOVL6,ENGASE,ERAP2,EZH2,FAIM3,FAM120A,FAM133A,FAM188A,FAM19A2,FAM47E,FHL1,FLT3,FNBP4,FOS,FREM1,FRY,FTH1,GALNT1,GAS2,GIMAP7,GLRX5,GMDS,GNAS,GOLGA8A,GOLGA8B,GOLGA8S,GPKOW,HCST,HDLBP,HERC2P2,HERC2P7,HERC2P9,HES1,HIST1H2AK,HIST1H2BG,HIST2H2AA3+HIST2H2AA4,HIST3H2BB,HLA-E,HNRNPAB,HNRNPD,HNRNPL,HNRNPUL2,HOPX,HTATSF1,HYOU1,ID1,ID2,ID3,IER5,IFITM1,IL1RAP,IRF2BP2,ITGA2B,KCNA3,KIAA0125,KIT,KYNU,LAPTM4B,LDB1,LGALS1,LIMCH1,LINC-PINT,LINC01296,LOC101928834,LOC154761,LRRC70,MAF,MAFIP,MAGED2,MAP4K4,MARCKS,MED4-AS1,MIR221,MMRN1,MPDZ,MPL,MRPL16,MYCN,MYCT1,NCF4,NET1,NFKBIA,NFKBIE,NOG,NUBP1,OGFRL1,PCDH9,PDE4B,PDLIM1,PIEZO2,PLAG1,PLAU,PPIF,PPM1A,PPP1CC,PPP1R14B,PRKAR2B,PRKD2,PRKG1,PROM1,PROSER1,PRSS1,PRSS21,PRSS3,PRSS3P2,PTBP3,PTPRD,PTPRS,QSOX1,RAB31,RANBP9,RGS1,RHOB,RIPK2,RNA5-8S5,ROGDI,RTN4,RXFP1,S100A10,SAT1,SCN2A,SCN9A,SDK2,SDPR,SELL,SELM,SEPP1,11-Sep,SIK1,SLA,SMARCC1,SNHG15,SNHG3,SNHG9,SOCS2,SORT1,SPG20,SPNS1,SQLE,SRM,STAT4,STK17B,STON2,STXBP5,TAGLN2,TCTEX1D1,TEKT4P2,TFRC,TLR3,TOB1,TOMM40,TPSAB1,TPSB2,TPSD1,TRA2B,TSC22D1,TSC22D3,TTC34,TUBB4B,TUBB6,VPREB1,VWF,YBX1,YDJC,YIF1B,YKT6,ZC3H12C,ZFP36L2,ZKSCAN1,ZNF200,ZNF317
OX1302D7,4.31743414,6.451325766,5.042861477,0,0,0,0,0,0,8.068219017,3.931333074,0,0,0,6.716291946,0,1.606516491,6.625727447,5.832018604,0,0,0,0,0,6.83475802,0,0,4.079068947,5.101984874,0,0,0,5.806940629,8.164632297,0,10.24562139,0,7.683984835,0,0,5.789582538,8.005179461,0,7.455235447,8.572836296,3.493027329,0,7.397337474,0,7.33326595,0,0,5.660630546,2.36379492,0,0,0,0,0,7.734113721,0,0,0,0,0,0,0,0,5.77067811,0,0,0,7.949350197,6.476896045,0,5.356119072,8.728299501,5.868613921,0,6.380126172,0,0,0,0,0,2.783966283,3.847825407,5.300674999,3.580629628,0,0,6.638816735,5.052202235,0,5.313333206,0,0,8.073965479,6.315605858,1.181083323,5.905283668,6.351302674,6.914782764,4.583584048,0,0,7.951545555,0,0,0,0,0,8.252398571,0,5.982473819,0,0,3.375353325,0,0,7.255531722,0,0,0,0,0,8.491745435,3.398795383,0,0,4.637953454,8.270210167,4.458612878,0,0,0,0,0,7.367594894,8.75038208,0,7.041008464,8.750149348,0,8.193753909,0,0,0,4.706710629,0,0,7.038518455,0,0,0,0,4.805596115,2.347521506,4.42358982,1.707560743,0,0,0,2.506895052,0,6.10585716,0,0,6.709307036,0,0,0,0,3.553676909,0,0,6.252778728,6.280644685,0,0,7.512114221,0,8.461140355,0,0,0,0,0,0,0,0,0,0,5.946178226,7.111339515,6.092918969,0,7.00347521,5.257173981,6.952413033,0,0,0,0,5.785770345,5.150989517,4.816905419,7.104935042,0,5.05538981,7.481870911,0,0,4.433939944,0,0,0,3.87174774,0,8.871424848,3.553433813,0,0,0,0,5.940916253,0,0,0,0,0,0,0,0
OX1302C2,2.964514016,0,5.112991085,0,5.897127956,3.523395719,0,0,2.330008656,4.730501505,0,0,4.909634213,0,0,0,6.433212912,4.590276945,0,7.335492121,5.455621782,0,8.39557411,0,5.238216451,0,2.779267498,5.373868317,0,0,0,6.516295384,8.458050828,8.47023023,4.594968838,8.286496992,0,7.168414745,7.204014508,0,5.412253169,0,0,3.176953039,0,2.352589951,8.225157109,0,2.82821791,5.196441315,0,0,0,1.893017207,0,0,7.726175381,0,9.101591733,8.196297924,4.850800873,5.222436188,0,0,0,0,0,0,6.485579614,0,0,0,0,0,0,4.725565078,10.92623942,0,0,7.462725132,4.584042531,3.621186596,0,7.41414973,0,5.980115057,6.281819862,6.63604003,0,0,0,4.968519518,2.437833669,7.49150931,5.206158282,0,0,0,6.999801394,0,6.407342555,3.937475889,5.002984451,4.234112631,1.943426654,0,2.992245212,0,6.266241633,3.568212379,0,0,9.508394724,0,2.9961385,0,0,4.667875354,0,0,0,0,8.218906522,0,0,0,0,0,6.792744442,0,0,8.991561135,0,0,0,0,1.304551105,0,6.040349064,7.704747553,0,0,4.803993685,0,9.094092789,0,0,0,2.751305145,0,0,0,0,0,0,0,0,3.993680491,6.396121559,0,0,3.406985723,4.805550886,0,0,0,0,0,6.048253305,6.239142556,0,0,8.422335541,4.426660047,8.424447522,0,0,5.362019051,0,0,0,1.402760125,4.574618765,0,6.153348927,0,0,0,0,0,5.080892898,0,0,0,0,0,7.166563764,6.767990624,0,5.85842287,0,0,0,0,7.053959228,7.084306177,3.181105456,9.382806762,0,0,7.392761182,0,0,0,4.328536947,5.067028091,0,6.492398351,6.211797504,10.02838289,2.500181005,0,0,0,0,8.58210276,2.545351835,1.330030511,0,0,6.485170061,6.742412869,0,6.142949053
OX1302G10_merged,0,5.443977061,0,0,1.327920349,0,0,7.867862801,0,0,0,3.904671976,0,0,0,2.971863577,3.89448773,4.253456698,6.847669868,7.851636188,0,7.922037603,6.720330392,0,4.67058988,0,0,0,2.656955331,4.610196603,0,0,6.177001191,8.716306131,0,9.942830007,0,8.359576163,3.059887015,0,2.003765873,0,5.816435804,0,0,6.488342662,0,0,0,6.04653106,5.715976199,0,0,7.349774795,0,0,0,0,8.02351316,8.002471013,0,0,6.001857282,0,0,0,1.995071165,0,0,0,5.614832616,0,7.981730157,10.53062514,0,0,9.377120402,0,0,7.796395058,0,9.774613901,0,0,0,3.541059822,7.410213794,7.381011018,1.516592153,0,8.304086653,0,4.68894928,1.145056292,6.39712612,0,0,5.354422033,5.328426898,0,7.247204551,0,0,5.577601242,0,8.436262187,0,0,2.711006824,9.953468521,0,0,9.65818095,3.466075935,2.260076546,0,0,6.001178234,0,0,7.732434154,4.964814091,0,6.53080499,2.791419338,2.922078329,0,0,8.395937722,4.159197661,5.425627662,7.110688222,0,0,0,0,0,0,7.374112444,7.292532426,0,0,8.117167113,0,8.025559922,0,6.246934823,0,0,0,0,0,2.713737235,0,0,0,0,0,0,0,0,1.151268121,0,0,0,5.756345543,0,0,7.467267602,1.874123274,0,0,0,0,10.27089041,0,0,5.966217014,0,9.382558356,5.021679712,0,7.93726202,3.263416713,0,0,0,0,0,0,6.011065949,0,6.487333177,5.120413681,7.096351896,0,6.287897414,5.161196043,3.050029337,6.732837809,0,3.969206457,0,0,7.407759346,6.780862811,0,9.428642806,0,4.869320599,6.895648015,0,0,0,0,0,0,1.802201403,6.634153638,7.498799687,2.251565046,0,6.78106965,0,0,6.350316875,0,0,4.139961886,0,7.772600548,0,0,0
OX1302E10_merged,0,4.56003283,4.540806733,2.733272431,8.130941524,5.587140641,0,7.851913583,0,0,0,7.21341885,0,0,6.112411979,0,0,7.330067242,0,8.874611215,0,2.783314171,7.449738157,0,0,8.476954628,0,8.160055328,4.368276672,5.893736451,0,0,0,8.01903407,9.262077412,7.894022648,0,7.098826394,0,0,0,7.295266697,5.638414161,1.536153844,0,0,0,0,0,4.484026533,0,6.704627755,1.112041118,2.402839876,0,0,0,0,8.051862181,3.921013434,0,0,0,0,4.137771604,0,2.820812416,0,0,0,0,0,7.283660562,7.886203429,0,0,7.115567497,0,0,0,2.475041509,7.880960656,0,0,0,7.913725397,7.278903483,7.216052221,1.739812532,0,0,2.485515054,5.051149563,0,6.732216832,5.065476889,0,0,7.177251762,0,5.980723999,0,7.596297738,4.974101374,0,0,3.398974387,0,6.704603213,9.686816168,0,0,9.931189649,0,4.269366083,0,0,6.560214336,0,7.978047466,0,0,0,0,5.904456799,1.78905054,7.010140422,4.876488819,7.076196695,5.197696037,7.115984736,4.677196848,0,0,0,6.242268787,7.465987862,0,0,1.623969102,0,0,8.927626825,1.596382013,9.253760087,6.70114133,0,0,0,0,0,7.580314011,3.539478486,0,0,0,0,0,0,2.740195294,0,0,4.73972169,0,0,0,0,0,5.100025585,3.939301644,0,0,6.134151346,0,8.77145303,0,0,5.692422592,6.443791032,6.763233419,6.607565267,0,8.86521121,0,3.372108781,0,0,9.599900041,0,0,0,0,6.524974844,0,0,5.033036628,8.940802069,7.948779962,0,0,0,0,0,0,2.935349886,3.989564381,0,7.911659878,0,6.027641563,0,0,6.463650107,0,0,0,0,5.934080438,0,9.552607336,0,0,4.005229589,0,0,6.484586332,0,0,0,3.267921704,0,4.970792607,0,6.625771151
OX1302C5_merged,0,0,5.143388648,0,0,0,0,1.166959273,1.019650555,0,0,0,0,0,0,0,2.72535884,7.774559191,0,6.414514161,0,0,3.132492025,0,0,0,0,2.71169255,1.675285071,0,0,0,7.903135776,7.619527679,0,8.77803439,6.423569839,4.977380152,0,0,0,7.697906316,0,1.0682288,0,5.910622304,2.613402225,6.258676864,0,5.526159261,8.110182283,0,1.486876331,6.311152514,0,0,0,0,9.048949787,0,0,0,0,0,0,0,0,0,0,0,6.301269163,0,9.071026419,0,0,5.247915264,9.202925125,0,0,7.753748521,0,10.21315949,0,0,0,4.65507291,4.647153636,4.852716078,0,0,0,0,0,1.230500229,0,4.309749533,0,0,4.346756638,0,4.44419514,0,6.369169167,5.419119595,0,8.787693846,5.785340578,0,0,11.6533958,5.325137103,0,8.106734593,7.362467714,5.226724434,7.206914448,0,0,0,0,8.072016096,0,3.475976263,0,0,0,5.942058344,1.582593174,6.562029678,0,0,2.052270699,0,0,6.126391969,0,0,0,1.183431975,4.666101749,0,0,7.860607322,5.772999992,8.395699046,0,0,0,0,6.706103973,3.848925488,0,0,0,7.547036404,0,0,0,0,0,0,0,4.23115466,0,0,0,0,0,2.958046026,0,0,5.552879768,6.973357394,5.111484931,0,0,7.312181706,0,0,7.108030709,4.687442979,0,8.62883307,0,4.049506765,0,0,8.138498119,0,0,1.276003596,0,0,0,0,0,0,8.232807706,0,0,0,0,0,7.182925449,3.196043092,8.028768071,6.910861482,6.899957824,0,0,5.524604008,0,7.770737859,0,0,0,0,0,7.991418185,8.829966398,0,0,4.546933246,0,0,3.944372426,0,0,0,0,8.679271581,0,0,0
OX1302H8,0,0,4.867542626,4.118625475,8.720281483,6.043920678,0,3.785426954,0,0,7.124465877,0,0,0,0,0,3.199506035,7.045904989,4.155460565,7.875557624,7.403168688,0,0,0,0,7.362086848,3.973157359,1.751272389,4.356294362,0,0,0,7.643036883,8.315819292,0,9.602543644,0,7.414777448,0,0,0,7.658793379,1.347618783,2.834126844,0,3.683018645,6.968104836,0,0,5.209758931,0,0,1.987429809,1.358847027,0,0,0,0,0,7.619524363,0,1.619764286,4.773744251,0,0,3.063653278,7.593327189,0,0,0,0,0,0,10.53581602,5.693059498,5.142779635,9.097871392,0,0,8.729448856,0,5.819264254,0,0,0,3.734476282,6.120050771,6.385081143,3.492262269,0,7.552214428,5.134517828,0,0,0,0,0,0,8.49959698,0,7.238662337,0,5.530263798,5.972714036,3.367028367,7.65685815,0,4.407656147,0,8.709390937,0,0,9.506994786,0,6.432667546,0,0,5.307285347,0,0,5.335612095,0,7.71695919,0,3.598817971,0,5.749756555,0,6.304595075,0,6.107764201,0,5.899409282,0,0,0,0,0,8.507903796,0,0,0,7.826300228,0,8.640381142,0,0,0,0,0,6.773543542,6.718482406,0,0,6.330948745,0,0,0,7.567481185,0,0,0,0,4.634397456,0,0,0,0,2.281721598,2.506106894,0,0,7.525601737,2.799873608,8.042627195,0,7.287057672,4.4956309,0,6.254032462,6.442397667,0,9.352086908,0,0,0,0,6.261415601,0,0,6.153960148,0,0,0,0,6.246889962,7.699255539,0,0,6.532852325,0,2.115291703,0,3.533731808,3.923367432,4.167401938,3.103275183,9.566049379,0,6.058727831,5.238063386,0,0,0,0,0,0,6.860621383,9.709618238,11.78067831,0,0,0,0,0,5.846633073,0,7.339135758,0,0,5.786445269,0,0,0
OX1302B10,0,0,0,0,0,0,0,4.552501728,0,0,0,0,0,0,0,0,1.864774017,0,0,0,7.166903496,3.218915519,0,0,5.932040958,8.871949088,3.783432125,3.172135463,4.840403896,0,0,0,6.630056816,0,0,10.9935647,0,9.00068096,0,0,5.061683556,0,7.154981953,9.248855601,0,7.685646621,4.465581738,6.829254211,0,7.920618403,0,0,6.403792102,5.690647642,0,0,0,0,9.043168487,0,0,1.499175245,0,0,0,0,0,0,5.489271691,0,6.00655778,0,7.003715156,6.842863064,0,3.141182867,6.016466331,3.687542311,0,9.07659034,5.822037656,9.451299419,0,0,0,8.269883829,5.80556082,5.890284853,4.84752833,0,6.858325804,4.963180462,3.22629505,0,5.450504643,7.197334383,0,0,7.416627148,3.067894185,7.276070557,0,7.858544378,6.6161536,0,7.715098218,0,0,7.825508036,11.26164818,7.563980968,0,9.57216884,0,6.019738963,5.947535445,0,4.471999026,0,0,8.446579354,4.889248768,0,0,1.986840544,0,7.459150407,0,0,5.652616946,7.415241119,7.467863216,0,0,0,0,8.301326032,0,8.352958556,0,6.777680024,3.831367702,0,6.47304261,9.372315766,5.198214911,0,0,0,0,0,0,4.843445601,0,6.277115511,0,0,0,0,0,0,0,0,0,0,0,0,0,4.809716528,5.123736582,0,0,0,0,0,0,6.755996915,5.254747625,0,9.763532536,7.700128733,0,7.475521241,0,6.449635001,0,6.796037174,7.350432696,0,0,7.271414154,0,0,4.634010848,0,8.247170063,5.86038827,4.92985182,0,0,0,0,0,0,7.313442605,6.134331778,3.915571946,7.305149792,0,6.361062516,0,0,0,0,0,0,0,3.486697479,9.059009552,11.15121313,3.416397933,0,0,0,0,4.293748543,0,0,0,0,6.935773065,1.984167771,0,0
OX1302A4_merged,0,0,0,0,8.819031109,5.817523288,0,8.161199917,3.855461771,1.565197455,0,6.282321706,0,0,3.882279496,0,0,7.605869014,5.999537948,0,0,6.347597554,6.245837216,0,0,0,0,6.387562853,6.662693348,0,0,0,8.380106999,7.70291955,0,7.735086445,7.476089837,6.090725343,0,0,3.246949119,7.787600239,6.295853397,2.641005609,2.870235461,6.079676928,0,2.743990832,7.444273574,4.726381821,8.008111088,0,4.322687547,4.694104765,0,0,0,0,4.18988081,7.307894482,0,2.546937285,0,0,0,4.036340937,6.890331108,0,5.64950846,0,0,0,0,0,0,3.582287334,10.15628892,0,0,8.458628867,1.681772887,0,5.324642683,3.394386523,0,9.354631146,7.273701702,7.547054867,3.982167821,0,6.61063196,5.114893466,4.189168192,2.803277038,5.23280554,0,0,0,8.112178526,0,7.116507623,0,6.291978997,4.743968891,0,8.127266386,7.984090356,0,0,9.08117455,4.312951412,3.394386523,10.12445039,0,5.87522857,0,0,4.264031461,2.838601099,0,2.459917563,0,9.417986882,0,4.449640084,0,0,0,0,0,0,4.21001001,3.639918374,0,0,0,3.894134558,0,5.456648503,9.287788159,0,0,8.94611816,7.30029184,9.702042874,0,5.024143605,3.465083889,0,1.007417755,2.863217906,0,0,0,0,0,0,6.615793665,0,0,0,6.233986696,0,4.952682115,3.913719616,0,0,0,0,0,0,0,7.209255767,0,4.13361259,0,2.251963318,0,0,7.2213759,7.989871227,5.866812695,6.322464271,0,4.99779271,0,1.921687881,0,0,0,2.148340687,4.195901189,0,1.096810387,0,3.631535726,0,0,0,0,0,3.627427203,7.081250102,0,6.886656392,4.176066435,3.445485681,8.644820173,0,0,6.911190762,0,0,0,0,0,0,6.65110571,5.93775767,9.149027642,0,6.070242496,7.462597769,0,0,7.63744347,0,5.279509908,0,0,6.196765955,4.661286431,0,0
OX1302G3,0,0,0,0,0,0,0,7.927121903,0,0,0,0,0,2.431955149,7.504052634,0,5.497020011,6.801460653,0,7.155519886,0,0,7.103074358,0,0,0,3.921779203,3.586237306,1.151587571,0,0,0,6.996522926,8.275602958,0,1.324951656,0,7.529526409,0,0,0,0,0,1.76692372,0,0,7.134827332,0,3.833226091,6.450086474,0,1.185375884,6.352822119,4.774219186,0,0,0,0,0,8.620433458,0,0,4.397925687,0,0,0,0,0,4.247914343,0,7.147576623,0,0,0,6.176875598,3.515560368,2.223313346,6.200529502,0,1.677656382,6.552524836,0,0,2.327659556,0,6.576862904,3.700279291,4.793863049,4.684435302,0,7.423050598,0,1.393088815,0,3.889238368,3.201089532,3.868339944,7.927395724,6.571997373,0,1.92049764,0,6.287740921,3.776777598,0,0,6.141643302,0,7.56078562,5.300202066,0,0,9.328663025,8.236550375,6.160100564,0,0,6.002695229,0,0,4.735582793,0,6.818527373,0,0,0,0,0,7.906122809,0,1.004746326,0,0,0,0,0,0,0,6.749405635,9.485526134,0,0,9.634278696,6.508975929,8.216384492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766350849,0,5.594226578,0,4.675181722,6.438696111,5.713186044,0,0,0,0,1.694702634,0,0,0,1.428427776,0,9.783485412,0,4.880256077,8.495895852,0,4.062310276,0,7.437774948,0,0,0,3.107148813,0,0,7.651088671,0,6.265248478,1.84964385,8.064435766,1.867720754,0,0,0,0,0,4.147504083,5.670605877,5.835846393,9.491437573,0,0,0,0,0,0,0,0,0,4.48796036,7.952419174,9.397802501,0,0,0,0,0,8.064949227,0,0,0,0,7.477962292,0,0,0
OX1302F12,5.681104678,0,0,0,7.885702655,5.269625871,0,2.831942721,0,2.017300038,0,0,0,0,6.629837963,0,0,4.371129483,0,7.767553602,0,0,6.145398776,1.879276386,0,2.179972774,0,6.510937509,1.673692253,0,0,5.40316331,6.223030844,0,0,9.418598323,0,7.838283817,0,0,3.409545085,9.257477524,7.129826615,8.337580147,8.538863458,0,6.348775,6.607026517,0,5.598198391,0,6.711615883,0,5.251560348,0,0,0,0,0,8.201439163,0,1.124570871,0,0,0,0,5.931365094,0,0,0,0,0,7.670689764,6.804677841,0,0,9.067346123,5.768443286,0,7.463272473,0,5.509626372,0,0,0,7.173823985,4.595321189,4.250219214,0,0,7.303742643,7.014103382,6.104671296,0,7.941247876,0,3.320055298,0,8.763060973,0,6.542137995,6.001961874,0,5.802729046,0,7.527975422,0,5.142110848,0,0,0,0,8.09475354,0,0,0,0,4.292326335,0,0,0,0,9.369350873,0,0,0,7.240991,0,0,0,0,8.349091495,0,0,0,0,0,0,7.533514595,8.645031556,0,3.096767071,7.05029744,1.93094394,6.096076401,0,0,0,0,0,0,7.406085117,0,0,0,0,0,0,5.633676574,0,0,0,0,5.807155786,0,0,0,0,6.741648318,5.764397473,0,0,0,0,0,0,7.389292526,3.88014313,6.25351145,4.42555097,7.349752293,5.061117521,7.222025831,0,4.952395633,0,0,0,0,2.084727821,0,0,0,6.644070203,7.140780036,6.253563311,5.523751626,0,0,0,0,0,0,6.694550524,0,4.388415436,6.65004494,8.449631122,0,0,0,0,0,6.183185508,7.01720721,7.325205946,5.794998549,6.27604489,0,10.62497697,0,0,0,0,0,3.445689863,0,0,0,1.563610739,0,0,0,6.322832383
OX1302D1,6.651435454,4.882990411,0,0,7.825599193,5.272768915,0,0,0,4.051921313,6.499423392,0,0,0,0,0,3.138299838,0,0,0,1.487183757,0,7.175862426,0,0,2.601665731,2.511567181,5.968827006,1.508929462,3.473349659,0,0,4.768067666,9.476171193,0,11.3620443,0,6.80132359,0,0,0,9.002013095,2.166136523,8.105503549,10.28888721,0,7.071237513,0,0,5.818191146,0,0,7.663290608,6.368708753,0,0,7.570517605,0,6.843065814,7.291788467,6.120465876,4.868916502,0,0,0,0,0,0,0,0,0,0,0,2.603760286,0,4.898437352,7.38801016,5.516715065,0,7.138689577,0,7.967229987,0,0,0,5.196201664,0,0,0,0,0,0,5.928122591,0,7.603090833,0,0,0,0,0,3.06925291,0,4.274104852,4.681607285,0,0,7.300666907,0,0,0,0,0,4.277220283,0,0,2.610208285,0,5.1986294,0,7.9047604,7.78480239,0,0,0,0,2.997448069,7.282365423,0,0,0,4.051812824,2.240757808,0,0,0,0,0,0,9.424630124,0,0,0,7.526136752,1.136130759,7.556224326,0,0,0,0,0,0,0,6.560961574,0,0,0,0,0,0,8.505151477,0,0,0,0,0,3.39091005,0,0,5.494667741,6.714702469,0,0,0,4.470545881,0,0,0,5.255254951,0,1.511156173,0,0,0,0,1.304174951,0,0,3.497426493,0,0,6.159979663,0,0,0,5.814233132,0,5.99839912,7.289485859,0,6.401324568,0,0,0,3.266519674,5.547798121,6.624035602,0,9.096113208,0,3.597137652,7.104094587,0,0,0,0,0,0,6.227227381,0,9.375923609,0,1.8974569,0,0,0,7.521241402,0,0,0,0,0,1.382706171,0,4.26689115
OX1302G11,0,0,0,0,0,0,0,2.7442951,4.534925414,0,6.708199761,0,0,0,6.549553731,0,3.890318967,0,6.276520264,7.542664266,0,0,6.498073951,0,0,0,0,5.255959756,3.786053242,3.333950267,0,0,7.484344276,8.95071164,8.529898574,10.79106415,0,8.051305101,7.725791245,0,0,9.553042316,0,7.055178873,0,1.965591448,0,0,0,7.203257692,7.410040756,4.773191318,6.686135492,5.120211916,0,0,6.459471111,0,4.49083283,5.584213944,0,0,0,0,0,0,0,0,4.865981525,0,0,0,1.615562922,0,0,5.492787493,9.419604875,0,0,7.492935227,5.036922202,0,0,4.262153697,0,6.527665691,0,0,0,0,6.729207238,6.621243048,3.531596848,0,0,0,0,0,1.261127452,0,5.29716541,0,7.581965865,5.951811507,0,0,0,0,0,9.223093275,0,0,8.088133767,0,6.714492997,0,0,5.449581402,6.687218867,0,3.710404516,0,9.427588957,0,0,0,4.418027522,3.862314363,0,0,3.663053963,0,0,0,0,0,0,0,0,6.964474718,0,0,7.401454331,0,7.568775981,3.957735236,0,0,0,0,6.258511576,0,0,0,0,6.795124822,0,5.405048271,4.647935531,6.251985577,3.41818765,0,0,0,0,4.655633417,0,0,3.198043677,0,0,0,6.616639865,0,0,0,0,5.51035228,6.200693813,2.707359814,0,0,6.827288625,0,0,0,0,9.770918051,0,0,7.35573239,0,0,7.272282756,7.879852807,5.245370702,7.082128031,0,4.937656034,6.189500067,0,0,6.582715443,0,6.101272236,5.16455069,0,9.654998698,0,2.664058276,5.954545029,4.458085155,0,2.459045086,0,0,0,6.963093253,6.530731423,9.723246876,4.40268912,0,6.265723691,0,0,8.769462,0,6.216050502,0,0,7.975954424,0,0,0
OX1302A6_merged,0,0,0,1.786233204,10.36739973,7.711058397,0,0,7.357042993,3.089498754,0,1.419360483,0,0,2.72850889,3.154385622,0,0,0,3.926629769,0,0,1.355101016,1.410906721,4.917242263,2.711603108,0,7.517407674,0,0,0,0,8.807229229,4.705570345,1.452569604,9.094893707,6.244316719,8.648449644,0,0,0,2.852469919,0,3.750269409,0,7.215412939,0,9.046369261,0,4.143767917,0,0,1.846988846,1.218406064,0,0,0,0,10.8451816,0,0,0,0,0,0,1.338249815,0,0,0,4.255519351,0,0,0,0,0,0,9.176285386,0,0,9.158188756,0,2.768238212,0,0,7.93968227,6.124119797,10.09808238,9.484342926,1.699114198,0,9.243457716,0,7.295088549,0,8.438930879,4.991790143,0,0,2.051517324,0,6.541273249,0,5.941585285,5.126251186,0,1.154136138,0,0,9.29098974,10.17836552,8.701438855,0,5.874311388,0,6.374726478,0,0,7.587074552,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149348808,0,3.367043092,0,0,0,0,1.280510084,9.519908707,0,0,8.209959142,6.034116259,11.66646899,0,0,0,0,0,0,0,0,0,0,0,0,0,7.487235003,0,0,0,0,0,0,0,0,0,5.820189814,0,0,0,0,0,3.465268811,0,5.683155213,4.826810964,0,0,0,0,7.531263745,0,0,0,0,3.945828539,0,0,0,0,0,0,1.462957005,9.183743027,7.154917634,10.11925926,0,4.205029386,0,0,0,1.393290844,2.986459863,0,5.690886169,6.41528206,0,0,0,0,0,0,0,0,0,4.377329901,3.04702147,3.933205491,0,0,0,0,4.89834315,8.756293318,0,0,0,0,5.327724826,6.289008537,0,0
OX1302G12_merged,0,2.847259151,0,0,9.091306846,6.52443866,0,6.766993339,0,0,0,0,0,0,7.088427495,0,0,0,0,7.570115995,0,0,7.455660873,0,5.590100179,7.995246246,3.097792629,0,3.70541885,0,0,0,4.465654224,2.374157824,9.376641626,8.638468606,0,7.051397308,0,0,2.645742196,8.556231395,0,7.576739672,0,0,0,9.547317282,0,6.487744978,0,6.287520548,0,6.870505421,0,0,0,0,6.185041151,3.413905809,0,2.72333794,0,0,0,0,2.92922824,0,5.231901475,0,0,0,0,9.313319485,5.316102354,5.641331039,9.313324255,0,0,3.602608045,0,9.914972062,0,0,0,6.618328575,4.136944472,2.553530521,3.915998173,0,7.246464234,0,4.118475985,0,5.561209289,0,0,0,7.227178637,0,7.925176494,0,6.643437677,6.525231605,0,8.629242953,6.600619492,0,5.223700131,9.515591537,8.376064781,5.780240544,10.24810958,0,7.259900538,0,0,6.383207248,0,0,8.112051649,0,1.055228727,0,2.041078238,0,0,0,6.483130787,0,0,0,0,2.019142448,0,0,5.675397272,0,7.913700978,8.239122259,0,3.893473639,5.612844587,1.359786129,7.571185123,0,0,0,0,0,0,8.211852678,5.598984709,0,0,0,0,5.767946775,0,0,7.011039614,0,0,0,0,2.083172304,0,0,4.99229623,0,0,0,7.573283426,3.529456487,7.125930181,0,0,5.47891032,0,6.890293883,0,5.56258751,7.907447404,0,0,0,4.34601605,9.740085019,6.855332595,0,1.909703844,0,0,0,0,6.412798584,4.637091989,7.943258257,0,2.951697634,0,4.218865358,0,0,6.980594888,6.561236228,4.113739433,10.69392321,0,0,0,0,0,0,0,0,0,3.713653389,9.881791056,9.688443585,0,0,0,0,0,8.806612556,3.700378234,0,0,0,6.498697493,3.440351589,0,0
